# Guide Star Catalog
# Camera 1
# Sector 2
# centroid_row	centroid_column	brightness_min	brightness_max	row_err	column_err	flag	RA	Dec	TICID
2403.619878	2270.997172	65121.000000	71976.000000	1.000000	1.000000	0	196.229378	-22.572807
2603.950432	2247.895638	37959.000000	41955.000000	1.000000	1.000000	0	196.587832	-21.438162
2363.566313	2319.736679	81381.000000	89947.000000	1.000000	1.000000	0	196.415957	-22.901369
2154.422747	2431.890784	74220.000000	82033.000000	1.000000	1.000000	0	196.557222	-24.290995
2240.086459	2355.594630	37855.000000	41839.000000	1.000000	1.000000	0	196.319619	-23.652157
2283.563887	2551.528687	84047.000000	92894.000000	1.000000	1.000000	0	197.586727	-23.861120
2315.096446	2211.790888	45553.000000	50348.000000	1.000000	1.000000	0	195.660901	-22.914413
2386.125316	2494.787403	55734.000000	61601.000000	1.000000	1.000000	0	197.501698	-23.176903
2277.337748	2285.420967	58361.000000	64504.000000	1.000000	1.000000	0	195.998932	-23.288971
2275.701146	2561.403432	85138.000000	94099.000000	1.000000	1.000000	0	197.626018	-23.925966
2915.989600	2239.658085	55785.000000	61657.000000	1.000000	1.000000	0	197.290904	-19.741982
3151.793720	2425.924680	38772.000000	42853.000000	1.000000	1.000000	0	198.902160	-18.896252
3378.127039	2324.302639	46229.000000	51096.000000	1.000000	1.000000	0	198.836426	-17.471357
2978.095338	2393.564781	68253.000000	75437.000000	1.000000	1.000000	0	198.319231	-19.753759
2715.158242	2456.631147	46017.000000	50861.000000	1.000000	1.000000	0	198.067940	-21.309637
3321.304497	2315.287055	39311.000000	43449.000000	1.000000	1.000000	0	198.658054	-17.751802
3523.931486	2386.062747	52835.000000	58396.000000	1.000000	1.000000	0	199.505364	-16.838829
4035.504610	2192.236390	53817.000000	59482.000000	1.000000	1.000000	0	199.534443	-13.778056
2189.949445	2708.520736	49627.000000	54851.000000	1.000000	1.000000	0	198.291611	-24.719275
2307.769790	2754.579899	40787.000000	45080.000000	1.000000	1.000000	0	198.849556	-24.179579
2983.441481	2290.983350	61677.000000	68169.000000	1.000000	1.000000	0	197.743828	-19.496180
2547.986690	2191.271262	48721.000000	53850.000000	1.000000	1.000000	0	196.121402	-21.610041
2366.075124	2287.018248	53324.000000	58937.000000	1.000000	1.000000	0	196.230026	-22.812658
2653.798055	2719.156026	53867.000000	59537.000000	1.000000	1.000000	0	199.454311	-22.221495
2960.495234	2488.368902	44027.000000	48661.000000	1.000000	1.000000	0	198.823106	-20.058310
2566.619759	2305.132161	47612.000000	52624.000000	1.000000	1.000000	0	196.829796	-21.770170
2275.248134	2393.358313	43583.000000	48171.000000	1.000000	1.000000	0	196.630416	-23.548136
2392.380035	2832.661831	77718.000000	85899.000000	1.000000	1.000000	0	199.512736	-23.888987
2593.132994	2807.472712	40005.000000	44217.000000	1.000000	1.000000	0	199.831265	-22.742592
3754.274182	2353.769629	72664.000000	80313.000000	1.000000	1.000000	0	199.823572	-15.567432
3454.565403	2314.061519	57348.000000	63385.000000	1.000000	1.000000	0	198.949288	-17.046141
2587.279558	2622.519837	43025.000000	47554.000000	1.000000	1.000000	0	198.733830	-22.370306
2824.151624	2528.421369	55631.000000	61487.000000	1.000000	1.000000	0	198.739480	-20.880871
2486.696582	2950.951826	66638.000000	73652.000000	1.000000	1.000000	0	200.430200	-23.629299
2463.052035	2848.890108	82970.000000	91704.000000	1.000000	1.000000	0	199.773756	-23.539387
2542.264706	2594.716331	44845.000000	49566.000000	1.000000	1.000000	0	198.464536	-22.552986
2832.050678	2306.702751	37924.000000	41916.000000	1.000000	1.000000	0	197.477281	-20.343445
2831.358154	2567.765943	79163.000000	87496.000000	1.000000	1.000000	0	198.983884	-20.928820
4002.697755	2469.227769	64050.000000	70792.000000	1.000000	1.000000	0	200.977793	-14.535801
2842.193351	2880.160663	52254.000000	57754.000000	1.000000	1.000000	0	200.818457	-21.547754
3786.826336	2376.962785	80190.000000	88631.000000	1.000000	1.000000	0	200.021089	-15.448852
3415.130293	2283.122541	46400.000000	51284.000000	1.000000	1.000000	0	198.687763	-17.185787
3169.340062	2732.286529	42317.000000	46772.000000	1.000000	1.000000	0	200.687759	-19.469168
3514.005279	2328.153467	57348.000000	63385.000000	1.000000	1.000000	0	199.159683	-16.764738
2263.679932	2569.601160	58361.000000	64504.000000	1.000000	1.000000	0	197.645225	-24.009626
2131.639716	2919.761497	53422.000000	59045.000000	1.000000	1.000000	0	199.413498	-25.496464
3018.561152	2352.383875	43825.000000	48438.000000	1.000000	1.000000	0	198.177036	-19.445353
3129.171737	2418.608258	38772.000000	42853.000000	1.000000	1.000000	0	198.809135	-19.000856
2179.084498	3058.126107	68002.000000	75160.000000	1.000000	1.000000	0	200.353802	-25.532068
3640.250872	2460.371762	72597.000000	80239.000000	1.000000	1.000000	0	200.171407	-16.390581
2686.916511	2417.310015	77076.000000	85190.000000	1.000000	1.000000	0	197.772453	-21.374109
2626.710148	2667.441558	49354.000000	54549.000000	1.000000	1.000000	0	199.089090	-22.255304
2285.194373	2474.790830	63171.000000	69821.000000	1.000000	1.000000	0	197.136417	-23.679340
2938.056614	2801.590539	70230.000000	77622.000000	1.000000	1.000000	0	200.576865	-20.861483
3891.192995	2298.279671	44271.000000	48931.000000	1.000000	1.000000	0	199.809122	-14.741845
2817.939969	2243.194903	55325.000000	61148.000000	1.000000	1.000000	0	197.077795	-20.275845
2172.000947	2955.491591	63346.000000	70014.000000	1.000000	1.000000	0	199.723416	-25.353189
3544.913728	2579.000328	48141.000000	53209.000000	1.000000	1.000000	0	200.630307	-17.145636
2423.471138	2496.045727	77147.000000	85268.000000	1.000000	1.000000	0	197.599860	-22.977154
3362.059155	2664.466977	55121.000000	60924.000000	1.000000	1.000000	0	200.719851	-18.295712
2185.907805	157.900153	68253.000000	75437.000000	1.000000	1.000000	0	183.921725	-18.539143
2134.673740	189.255296	38311.000000	42343.000000	1.000000	1.000000	0	183.939486	-18.877468
2243.550671	492.762433	46187.000000	51049.000000	1.000000	1.000000	0	185.825624	-19.089279
2617.090051	470.822998	59885.000000	66189.000000	1.000000	1.000000	0	186.734531	-17.122852
2411.760281	351.498526	45637.000000	50441.000000	1.000000	1.000000	0	185.548566	-17.876871
2752.535056	216.851446	52786.000000	58343.000000	1.000000	1.000000	0	185.784999	-15.823418
2350.224185	509.745320	73202.000000	80907.000000	1.000000	1.000000	0	186.209901	-18.584677
2600.308606	432.650796	38951.000000	43051.000000	1.000000	1.000000	0	186.488754	-17.115488
2824.168600	344.450218	67254.000000	74334.000000	1.000000	1.000000	0	186.635980	-15.766582
2851.525347	363.482359	38275.000000	42304.000000	1.000000	1.000000	0	186.808230	-15.673608
2201.184101	588.966297	73879.000000	81656.000000	1.000000	1.000000	0	186.219446	-19.549520
2450.092226	120.316653	74288.000000	82108.000000	1.000000	1.000000	0	184.463330	-17.112570
2988.532034	307.028539	88740.000000	98081.000000	1.000000	1.000000	0	186.884108	-14.850328
2194.299435	878.012489	85609.000000	94621.000000	1.000000	1.000000	0	187.762119	-20.314281
3062.519918	227.702797	40005.000000	44217.000000	1.000000	1.000000	0	186.675296	-14.295424
2208.356513	271.417115	43543.000000	48127.000000	1.000000	1.000000	0	184.569110	-18.711443
2409.803745	137.038588	72064.000000	79650.000000	1.000000	1.000000	0	184.437220	-17.356730
2625.490658	306.482005	58792.000000	64981.000000	1.000000	1.000000	0	185.900673	-16.680754
2183.693350	415.188626	39712.000000	43892.000000	1.000000	1.000000	0	185.250627	-19.200069
2264.367803	203.640524	90807.000000	100366.000000	1.000000	1.000000	0	184.375097	-18.257139
2175.633693	278.085582	60439.000000	66801.000000	1.000000	1.000000	0	184.512499	-18.894518
3046.892382	230.029181	38701.000000	42774.000000	1.000000	1.000000	0	186.645435	-14.378790
2614.431213	257.052032	63463.000000	70143.000000	1.000000	1.000000	0	185.615275	-16.616852
2151.992310	615.708828	81156.000000	89699.000000	1.000000	1.000000	0	186.226107	-19.870613
2117.364334	624.404521	86561.000000	95672.000000	1.000000	1.000000	0	186.176598	-20.071203
2469.045950	332.222660	62997.000000	69628.000000	1.000000	1.000000	0	185.605855	-17.537781
3004.813748	521.483601	61904.000000	68420.000000	1.000000	1.000000	0	188.040828	-15.271258
2547.614616	659.946728	48319.000000	53405.000000	1.000000	1.000000	0	187.547628	-17.941298
2510.816520	804.364281	43343.000000	47905.000000	1.000000	1.000000	0	188.223993	-18.486038
2829.364898	246.808041	57613.000000	63677.000000	1.000000	1.000000	0	186.146750	-15.508236
3268.239354	355.682062	67752.000000	74884.000000	1.000000	1.000000	0	187.875296	-13.564173
2396.861717	1000.323508	44887.000000	49612.000000	1.000000	1.000000	0	188.984349	-19.562490
3262.174141	498.689814	40937.000000	45246.000000	1.000000	1.000000	0	188.598580	-13.921175
3158.818954	590.318020	55580.000000	61431.000000	1.000000	1.000000	0	188.807146	-14.652613
2466.489994	323.359037	56250.000000	62171.000000	1.000000	1.000000	0	185.552784	-17.528946
2339.519853	916.248346	40637.000000	44914.000000	1.000000	1.000000	0	188.367984	-19.653290
