 0   352.3966270 1.01847400114    
 0   352.4374929 1.02068107337    
 0   352.4579258 1.00766569075    
 0   352.4783587 1.00871401963    
 0   352.4987916 1.00398873989    
 0   352.5192246 1.00102075907    
 0   352.5396574 1.00174140627    
 0   352.5600904 0.997946646904   
 0   352.5805233 0.995721630631   
 0   352.6009561 0.991160913095   
 0   352.6213892 0.984753717443   
 0   352.6418221 0.967986677224   
 0   352.6622550 0.94284445772    
 0   352.6826879 0.912925741305   
 0   352.7031209 0.890177924431   
 0   352.7235538 0.869697729661   
 0   352.7439867 0.860204293834   
 0   352.7644196 0.859783375272   
 0   352.7848526 0.859655016752   
 0   352.8052854 0.872853266306   
 0   352.8257184 0.891761914557   
 0   352.8461513 0.92307706527    
 0   352.8665842 0.942376424773   
 0   352.8870172 0.962977944719   
 0   352.9074501 0.972646357511   
 0   352.9278830 0.975923399675   
 0   352.9483160 0.977973844754   
 0   352.9687489 0.975740487656   
 0   353.0096147 0.975704824998   
 0   353.0300477 0.976574299554   
 0   353.0504806 0.973548068226   
 0   353.0709135 0.973458032411   
 0   353.0913465 0.977003649111   
 0   353.1117794 0.975852299785   
 0   353.1322122 0.975337738566   
 0   353.1526453 0.978284799693   
 0   353.1730782 0.977775152798   
 0   353.1935110 0.978575150543   
 0   353.2139441 0.980737768435   
 0   353.2343770 0.983670086592   
 0   353.2548098 0.982583660438   
 0   353.2752428 0.98341954627    
 0   353.2956758 0.982100208239   
 0   353.3161086 0.986209754819   
 0   353.3365416 0.985985454279   
 0   353.3569745 0.984984329958   
 0   353.3774074 0.984414493873   
 0   353.3978404 0.989023993959   
 0   353.4182734 0.98589505778    
 0   353.4387062 0.984150743489   
 0   353.4591392 0.985149793875   
 0   353.4795722 0.9848258543     
 0   353.5000051 0.988559703112   
 0   353.5204380 0.988522056689   
 0   353.5408709 0.984283610562   
 0   353.5613039 0.981978387121   
 0   353.5817368 0.98425687484    
 0   353.6021697 0.986019358602   
 0   353.6226027 0.989289367422   
 0   353.6430356 0.981069192208   
 0   353.6634686 0.984361788881   
 0   353.6839016 0.988039731628   
 0   353.7043344 0.981983887557   
 0   353.7247674 0.98117703681    
 0   353.7452004 0.977890391427   
 0   353.7656333 0.978163699944   
 0   353.8064990 0.975031607778   
 0   353.8269321 0.975303924414   
 0   353.8473650 0.975448558813   
 0   353.8677980 0.968353853827   
 0   353.8882309 0.972031931831   
 0   353.9086639 0.971952806715   
 0   353.9290968 0.969896004576   
 0   353.9495297 0.967723693294   
 0   353.9699627 0.973156004407   
 0   353.9903956 0.969330992643   
 0   354.0108285 0.966103003542   
 0   354.0312615 0.968610210183   
 0   354.0516945 0.968181266396   
 0   354.0721273 0.965924915676   
 0   354.0925603 0.964398635035   
 0   354.1129933 0.963902874485   
 0   354.1334261 0.964922709303   
 0   354.1538592 0.96745106106    
 0   354.1742920 0.970246544616   
 0   354.1947250 0.969099298075   
 0   354.2151580 0.969758268265   
 0   354.2355910 0.96755750801    
 0   354.2560238 0.967806831022   
 0   354.2764568 0.961035840183   
 0   354.2968898 0.960977815099   
 0   354.3173227 0.957746670011   
 0   354.3377556 0.958198291822   
 0   354.3581887 0.961356578684   
 0   354.3786215 0.964847506629   
 0   354.3990545 0.967265714423   
 0   354.4194875 0.971721968773   
 0   354.4399204 0.981198091755   
 0   354.4603533 0.989962990411   
 0   354.4807864 1.0046847253     
 0   354.5012192 1.00973006726    
 0   354.5216522 1.00981933662    
 0   354.5420851 1.01061527667    
 0   354.5625182 1.01708072283    
 0   354.5829510 1.01818044922    
 0   354.6033840 1.0219362096     
 0   354.6238170 1.02565364728    
 0   354.6442499 1.02941152668    
 0   354.6646828 1.03065602272    
 0   354.6851159 1.03464636315    
 0   354.7055488 1.03540560357    
 0   354.7259817 1.03874950758    
 0   354.7464148 1.04057493075    
 0   354.7668476 1.04403240523    
 0   354.7872806 1.05113139334    
 0   354.8077135 1.05223973106    
 0   354.8281465 1.05047823918    
 0   354.8485794 1.05302751063    
 0   354.8690124 1.05231908161    
 0   354.8894455 1.05607254263    
 0   354.9098783 1.06086355708    
 0   354.9303113 1.06207090264    
 0   354.9507442 1.06357549714    
 0   354.9711772 1.06292252332    
 0   354.9916102 1.06134827167    
 0   355.0120431 1.06169358179    
 0   355.0324761 1.06295489474    
 0   355.0529089 1.06409546862    
 0   355.0733419 1.06162987593    
 0   355.0937750 1.06366400005    
 0   355.1142079 1.06089985094    
 0   355.1346408 1.0626158966     
 0   355.1550738 1.06228248906    
 0   355.1755068 1.0573378231     
 0   355.1959397 1.05769323238    
 0   355.2163727 1.05540892863    
 0   355.2368057 1.0543841344     
 0   355.2572386 1.05078414454    
 0   355.2776715 1.04630805256    
 0   355.2981046 1.05186601706    
