131.5121143 0.998726 1
131.5325486 0.998151 1
131.5529828 0.998859 1
131.5734169 0.999122 1
131.5938511 0.999198 1
131.6142854 0.99904 1
131.6347195 0.999227 1
131.6551537 0.998818 1
131.6755880 0.998056 1
131.6960222 0.997809 1
131.7164563 0.998704 1
131.7368905 0.999816 1
131.7573248 0.99887 1
131.7777589 0.998361 1
131.7981931 0.997791 1
131.8186274 0.998422 1
131.8390615 0.998028 1
131.8594957 0.998006 1
131.8799299 0.997519 1
131.9003641 0.997952 1
131.9207983 0.998608 1
131.9412325 0.996716 1
131.9616667 0.998786 1
131.9821009 0.998815 1
132.0025351 0.999165 1
132.0229692 0.998376 1
132.0434035 0.998144 1
132.0638377 0.996668 1
132.0842718 0.997939 1
132.1047060 0.998608 1
132.1251403 0.997587 1
132.1455744 0.997929 1
132.1660086 0.998692 1
132.1864430 0.997686 1
132.2068772 0.997056 1
132.2273113 0.99813 1
132.2477455 0.997674 1
132.2681798 0.996718 1
132.2886139 0.99701 1
132.3090481 0.998101 1
132.3294824 0.99707 1
132.3499165 0.997867 1
132.3703507 0.998757 1
132.3907849 0.997771 1
132.4112191 0.997608 1
132.4316533 0.997393 1
132.4520875 0.997723 1
132.4725218 0.997938 1
132.4929559 0.997703 1
132.5133901 0.99611 1
132.5338242 0.99604 1
132.5542585 0.997433 1
132.5746927 0.997963 1
132.5951268 0.997208 1
132.6155611 0.995867 1
132.6359953 0.997661 1
132.6564295 0.997515 1
132.6768636 0.997375 1
132.6972979 0.997385 1
132.7177321 0.997311 1
132.7381662 0.997964 1
132.7586005 0.996777 1
132.7790347 0.998543 1
132.7994688 0.997273 1
132.8199030 0.99751 1
132.8403373 0.998794 1
132.8607714 0.998156 1
132.8812056 0.996801 1
132.9016399 0.997237 1
132.9220740 0.997084 1
132.9425082 0.998606 1
132.9629424 0.998435 1
132.9833767 0.997546 1
133.0038108 0.998042 1
133.0242450 0.99864 1
133.0446792 0.999145 1
133.0651134 0.998373 1
133.0855476 0.997752 1
133.1059818 0.998103 1
133.1264160 0.997994 1
133.1468502 0.997815 1
133.1672844 0.998949 1
133.1877186 0.997694 1
133.2081529 0.997576 1
133.2285870 0.997691 1
133.2490212 0.998231 1
133.2694554 0.999032 1
133.2898896 0.998576 1
133.3103238 0.998242 1
133.3307579 0.997355 1
133.3511922 0.997705 1
133.3716264 0.999327 1
133.3920606 0.998433 1
133.4124948 0.998016 1
133.4329290 0.997502 1
133.4533632 0.998582 1
133.4737973 0.997636 1
133.4942316 0.997157 1
133.5146658 0.998163 1
133.5350999 0.997734 1
133.5555342 0.998073 1
133.5759684 0.999019 1
133.5964025 0.998941 1
133.6168367 0.998255 1
133.6372710 0.999513 1
133.6577052 0.999315 1
133.6781393 0.998633 1
133.6985736 0.998459 1
133.7190078 0.998933 1
133.7394419 0.998604 1
133.7598761 0.998571 1
133.7803104 0.999456 1
133.8007445 0.998776 1
133.8211787 0.999067 1
133.8416129 0.998095 1
133.8620471 0.999562 1
133.8824813 1.00006 1
133.9029155 0.997733 1
133.9233497 0.999368 1
133.9437839 0.998266 1
133.9642181 0.998727 1
133.9846522 0.999157 1
134.0050865 0.997775 1
134.0255207 0.999534 1
134.0459548 0.999831 1
134.0663891 0.998144 1
134.0868233 0.998848 1
134.1072574 0.999611 1
134.1276916 0.998905 1
134.1481259 0.999685 1
134.1685601 0.999539 1
134.1889942 0.999898 1
134.2094285 1.00019 1
134.2298626 0.999059 1
134.2502967 0.999513 1
134.2707309 0.999004 1
134.2911652 1.00066 1
134.3115993 0.999025 1
134.3320335 0.999476 1
134.3524678 0.999821 1
134.3729019 0.999761 1
134.4137703 0.99922 1
134.4342045 0.999823 1
134.4546387 1.00023 1
134.4750729 1.00086 1
134.4955072 0.999807 1
134.5159413 1.00092 1
134.5363755 0.999702 1
134.5568096 0.999359 1
134.5772439 1.00005 1
134.5976781 0.999579 1
134.6181122 1.00117 1
134.6385464 0.999775 1
134.6589807 1.00012 1
134.6794149 1.00042 1
134.6998491 0.999164 1
134.7202833 1.00012 1
134.7407175 1.00065 1
134.7611516 0.999517 1
134.7815858 1.0007 1
134.8020201 1.0005 1
134.8224543 1.00041 1
134.8428884 1.00141 1
134.8633227 1.00501 1
134.8837568 1.00639 1
134.9041910 1.00515 1
134.9246251 1.00231 1
134.9450594 1.0012 1
134.9654936 1.00017 1
134.9859277 0.998232 1
135.0063620 1.00007 1
135.0267962 1.00002 1
135.0472303 1.0002 1
135.0676645 1.00212 1
135.0880988 1.00063 1
135.1085329 1.00079 1
135.1289671 1.00054 1
135.1494014 1.00074 1
135.1698356 0.999927 1
135.1902697 1.00068 1
135.2107039 0.999858 1
135.2311382 1.00034 1
135.2515723 1.00007 1
135.2720065 1.00051 1
135.2924406 1.00103 1
135.3128749 1.00052 1
135.3333090 1.00014 1
135.3537431 1.00178 1
135.3741774 1.00023 1
135.3946116 1.00072 1
135.4150458 1.00065 1
135.4354799 1.00046 1
135.4559142 0.999719 1
135.4763484 1.00066 1
135.4967825 0.999547 1
135.5172168 1.00076 1
135.5376510 0.999809 1
135.5580851 1.00051 1
135.5785193 1.0002 1
135.5989536 1.00076 1
135.6193877 1.00003 1
135.6398219 1.00063 1
135.6602562 0.999528 1
135.6806904 1.00082 1
135.7011244 1.00152 1
135.7215586 1.00234 1
135.7419929 0.999013 1
135.7624270 1.00098 1
135.7828612 0.999128 1
135.8032955 0.999539 1
135.8237296 1.00063 1
135.8441638 1.00043 1
135.8645980 1.00091 1
135.8850322 1.00227 1
135.9054664 1.00109 1
135.9259006 1.00094 1
135.9463347 1.00132 1
135.9667690 1.00037 1
135.9872032 1.00109 1
136.0076372 0.999246 1
136.0280715 1.00064 1
136.0485057 1.00108 1
136.0689398 1.00053 1
136.0893740 1.00109 1
136.1098083 0.999757 1
136.1302425 1.00036 1
136.1506766 1.00073 1
136.1711109 1.00032 1
136.1915451 0.999603 1
136.2119792 1.00049 1
136.2324134 1.00075 1
136.2528477 1.00047 1
136.2732818 1.0011 1
136.2937159 1.0005 1
136.3141502 1.0007 1
136.3345843 1.00075 1
136.3550185 1.00079 1
136.3754527 1.00183 1
136.3958869 0.999573 1
136.4163211 1.00092 1
136.4367553 1.00079 1
136.4571896 1.00042 1
136.4776237 1.00059 1
136.4980579 0.99965 1
136.5184921 1.00126 1
136.5389263 1.00139 1
136.5593604 1.0013 1
136.5797946 1.0016 1
136.6002288 1.00085 1
136.6206630 0.99937 1
136.6410972 1.00013 1
136.6615314 1.00028 1
136.6819656 1.00093 1
136.7023998 1.00068 1
136.7228340 1.00077 1
136.7432681 1.00083 1
136.7637024 1.00051 1
136.7841365 1.00088 1
136.8045706 1.00171 1
136.8250049 1.00147 1
136.8454391 0.999891 1
136.8658733 1.00005 1
136.8863074 1.00235 1
136.9067417 1.00172 1
136.9271759 1.00046 1
136.9476100 1.00087 1
136.9680443 1.00146 1
136.9884785 1.00286 1
137.0089125 1.00261 1
137.0293467 1.00105 1
137.0497810 1.00144 1
137.0702151 1.00088 1
137.0906493 1.0016 1
137.1110836 1.00154 1
137.1315177 1.00059 1
137.1519519 1.00203 1
137.1723861 1.00274 1
137.1928204 1.00169 1
137.2132544 1.00287 1
137.2336886 1.00202 1
137.2541227 1.00287 1
137.2745570 1.00153 1
137.2949912 1.00217 1
137.3154253 1.00182 1
137.3358596 1.00276 1
137.3562938 1.00151 1
137.3971620 1.00176 1
137.4175963 1.00186 1
137.4380305 1.00157 1
137.4584646 1.00282 1
137.4788989 1.00246 1
137.4993331 1.00193 1
137.5197672 1.0019 1
137.5402014 1.00256 1
137.5606357 1.00261 1
137.5810697 1.0027 1
137.6015039 1.00321 1
137.6219382 1.00258 1
137.6423724 1.00293 1
137.6628065 1.00158 1
