      64.511960       0.999269             1.
      64.532395       0.999907             1.
      64.552829       1.000056             1.
      64.573263       1.000042             1.
      64.593697       1.000046             1.
      64.614131       1.000362             1.
      64.634566       0.999952             1.
      64.655000       1.002427             1.
      64.675434       0.999575             1.
      64.695868       1.000902             1.
      64.716302       0.999966             1.
      64.736737       0.999457             1.
      64.757171       0.999925             1.
      64.777605       1.000649             1.
      64.798039       1.000255             1.
      64.818474       1.001363             1.
      64.838908       1.000671             1.
      64.859342       1.001117             1.
      64.879776       1.000559             1.
      64.900210       1.001378             1.
      64.920645       1.001812             1.
      64.941079       1.000652             1.
      64.961513       1.001054             1.
      64.981947       0.999451             1.
      65.002382       1.001456             1.
      65.022816       1.001073             1.
      65.043250       1.000326             1.
      65.063684       0.998996             1.
      65.084118       0.999037             1.
      65.104553       1.000472             1.
      65.124987       1.001962             1.
      65.145421       0.999621             1.
      65.165855       1.000229             1.
      65.186290       1.001534             1.
      65.206724       1.002424             1.
      65.227158       0.999076             1.
      65.247592       1.001479             1.
      65.268026       1.000346             1.
      65.288461       1.001780             1.
      65.308895       1.001794             1.
      65.329329       1.002407             1.
      65.349763       1.002625             1.
      65.370197       1.001493             1.
      65.390632       1.000721             1.
      65.411066       1.001318             1.
      65.431500       1.002206             1.
      65.451934       1.001989             1.
      65.472369       1.001312             1.
      65.492803       1.000386             1.
      65.513237       1.001869             1.
      65.533671       1.002390             1.
      65.554105       1.001388             1.
      65.574540       1.003290             1.
      65.594974       1.002052             1.
      65.615408       1.001052             1.
      65.635842       1.001458             1.
      65.656276       1.002113             1.
      65.676711       1.000293             1.
      65.697145       1.001742             1.
      65.717579       1.003865             1.
      65.738013       1.001602             1.
      65.758448       1.000973             1.
      65.778882       1.003146             1.
      65.799316       1.001465             1.
      65.819750       1.003555             1.
      65.840184       1.001915             1.
      65.860619       1.001765             1.
      65.881053       1.001525             1.
      65.901487       1.001485             1.
      65.921921       1.001323             1.
      65.942355       1.001432             1.
      65.962790       1.003189             1.
      65.983224       1.000497             1.
      66.003658       1.002845             1.
      66.024092       1.002194             1.
      66.044527       1.002413             1.
      66.064961       1.004286             1.
      66.085395       1.000813             1.
      66.105829       1.001058             1.
      66.126263       1.003025             1.
      66.146698       1.003479             1.
      66.167132       1.003105             1.
      66.187566       1.001783             1.
      66.208000       1.001535             1.
      66.228435       1.001683             1.
      66.248869       1.002603             1.
      66.269303       1.003823             1.
      66.289737       1.003638             1.
      66.310171       1.001871             1.
      66.330606       1.002909             1.
      66.351040       1.002369             1.
      66.371474       1.004026             1.
      66.391908       1.001875             1.
      66.412342       1.003143             1.
